rental_id,date,hour,minute,user_id,station_id,duration_minutes
R001163,2017-01-01,22,38,U0493,S069,35
R001164,2017-01-01,22,50,U0138,S004,42
R001165,2017-01-01,22,42,U0905,S086,41
R001166,2017-01-01,22,39,U0687,S057,32
R001167,2017-01-01,22,0,U0554,S087,22
R001168,2017-01-01,22,29,U0221,S016,58
R001169,2017-01-01,22,24,U0248,S046,48
R001170,2017-01-01,22,29,U0405,S049,44
R001171,2017-01-01,22,50,U0594,S077,46
R001172,2017-01-01,22,27,U0279,S046,38
R001173,2017-01-01,22,56,U0413,S050,48
R001174,2017-01-01,22,39,U0948,S023,17
R001175,2017-01-01,22,39,U0469,S099,29
R001176,2017-01-01,22,6,U0990,S090,18
R001177,2017-01-01,22,21,U0497,S002,32
R001178,2017-01-01,22,41,U0047,S016,41
R001179,2017-01-01,22,43,U0001,S060,49
R001180,2017-01-01,22,50,U0871,S048,43
R001181,2017-01-01,22,1,U0529,S025,35
R001182,2017-01-01,22,29,U0887,S057,15
R001183,2017-01-01,22,33,U0479,S002,40
R001184,2017-01-01,22,21,U0700,S029,27
R001185,2017-01-01,22,37,U0176,S096,36
R001186,2017-01-01,22,12,U0005,S003,20
R001187,2017-01-01,22,6,U0105,S098,51
R001188,2017-01-01,22,6,U0981,S036,16
R001189,2017-01-01,22,0,U0971,S088,29
R001190,2017-01-01,22,38,U0815,S091,59
R001191,2017-01-01,22,45,U0451,S046,42
R001192,2017-01-01,22,4,U0650,S025,19
R001193,2017-01-01,22,37,U0270,S012,30
R001194,2017-01-01,22,50,U0646,S079,27
R001195,2017-01-01,22,53,U0366,S081,25
R001196,2017-01-01,22,12,U0953,S039,36
R001197,2017-01-01,22,57,U0379,S092,34
R001198,2017-01-01,22,36,U0639,S029,19
R001199,2017-01-01,22,8,U0897,S030,55
R001200,2017-01-01,22,40,U0566,S064,55
R001201,2017-01-01,22,32,U0334,S047,21
R001202,2017-01-01,22,16,U0038,S005,16
R001203,2017-01-01,22,22,U0272,S036,45
R001204,2017-01-01,22,26,U0847,S064,42
R001205,2017-01-01,22,30,U0585,S091,16
R001206,2017-01-01,22,46,U0623,S091,52
R001207,2017-01-01,22,39,U0059,S078,55
R001208,2017-01-01,22,28,U0500,S027,36
R001209,2017-01-01,22,11,U0106,S001,31
R001210,2017-01-01,22,15,U0427,S026,30
R001211,2017-01-01,22,8,U0748,S082,21
R001212,2017-01-01,22,51,U0143,S051,45
R001213,2017-01-01,22,2,U0939,S015,30
R001214,2017-01-01,22,3,U0246,S036,36
R001215,2017-01-01,22,8,U0990,S073,18
R001216,2017-01-01,22,19,U0302,S065,36
R001217,2017-01-01,22,37,U0930,S064,48
R001218,2017-01-01,22,27,U0749,S022,30
R001219,2017-01-01,22,32,U0377,S071,19
R001220,2017-01-01,22,41,U0659,S025,53
R001221,2017-01-01,22,48,U0560,S085,54
R001222,2017-01-01,22,22,U0859,S095,43
R001223,2017-01-01,22,19,U0519,S073,21
R001224,2017-01-01,22,37,U0552,S087,55
R001225,2017-01-01,22,56,U0705,S088,43
R001226,2017-01-01,22,34,U0283,S078,52
R001227,2017-01-01,22,49,U0775,S073,22
R001228,2017-01-01,22,9,U0451,S023,20
R001229,2017-01-01,22,9,U0413,S009,18
R001230,2017-01-01,22,30,U0524,S076,17
R001231,2017-01-01,22,19,U0360,S017,39
R001232,2017-01-01,22,38,U0225,S096,35
R001233,2017-01-01,22,21,U0505,S009,59
R001234,2017-01-01,22,18,U0671,S017,19
R001235,2017-01-01,22,23,U0349,S034,23
R001236,2017-01-01,22,0,U0035,S073,18
R001237,2017-01-01,22,33,U0791,S030,43
R001238,2017-01-01,22,37,U0241,S067,18
R001239,2017-01-01,22,42,U0694,S094,34
R001240,2017-01-01,22,43,U0003,S036,54
R001241,2017-01-01,22,9,U0677,S025,55
R001242,2017-01-01,22,3,U0528,S087,42
R001243,2017-01-01,22,15,U0009,S003,19
R001244,2017-01-01,22,32,U0956,S089,21
R001245,2017-01-01,22,52,U0012,S087,58
R001246,2017-01-01,22,53,U0281,S069,18
R001247,2017-01-01,22,35,U0459,S079,50
R001248,2017-01-01,22,54,U0610,S033,18
R001249,2017-01-01,22,3,U0951,S088,33
R001250,2017-01-01,22,27,U0747,S072,39
R001251,2017-01-01,22,22,U0837,S059,40
R001252,2017-01-01,22,12,U0680,S001,21
R001253,2017-01-01,22,12,U0592,S055,54
R001254,2017-01-01,23,53,U0359,S026,38
R001255,2017-01-01,23,32,U0840,S003,46
R001256,2017-01-01,23,32,U0117,S023,48
R001257,2017-01-01,23,34,U0360,S034,44
R001258,2017-01-01,23,41,U0322,S013,26
R001259,2017-01-01,23,5,U0811,S003,35
R001260,2017-01-01,23,50,U0745,S087,60
R001261,2017-01-01,23,17,U0801,S018,38
R001262,2017-01-01,23,59,U0671,S049,48
R001263,2017-01-01,23,14,U0744,S084,59
R001264,2017-01-01,23,6,U0350,S015,45
R001265,2017-01-01,23,7,U0536,S044,60
R001266,2017-01-01,23,4,U0500,S027,46
R001267,2017-01-01,23,23,U0726,S040,45
R001268,2017-01-01,23,2,U0532,S059,32
R001269,2017-01-01,23,34,U0177,S031,52
R001270,2017-01-01,23,12,U0187,S048,40
R001271,2017-01-01,23,21,U0501,S048,55
R001272,2017-01-01,23,12,U0929,S085,52
R001273,2017-01-01,23,43,U0889,S022,56
R001274,2017-01-01,23,21,U0075,S068,17
R001275,2017-01-01,23,16,U0852,S080,28
R001276,2017-01-01,23,19,U0233,S056,29
R001277,2017-01-01,23,47,U0005,S092,27
R001278,2017-01-01,23,52,U0391,S009,43
R001279,2017-01-01,23,49,U0791,S016,30
R001280,2017-01-01,23,43,U0397,S019,40
R001281,2017-01-01,23,54,U0800,S017,28
R001282,2017-01-01,23,17,U0674,S025,34
R001283,2017-01-01,23,12,U0228,S025,42
R001284,2017-01-01,23,45,U0406,S069,39
R001285,2017-01-01,23,38,U0815,S049,51
R001286,2017-01-01,23,8,U0789,S089,25
R001287,2017-01-01,23,54,U0533,S048,38
R001288,2017-01-01,23,48,U0903,S041,31
R001289,2017-01-01,23,45,U0793,S077,50
R001290,2017-01-01,23,47,U0631,S055,20
R001291,2017-01-01,23,34,U0367,S082,23
R001292,2017-01-01,23,58,U0450,S032,20
R001293,2017-01-01,23,16,U0314,S006,33
R001294,2017-01-01,23,0,U0881,S098,43
R001295,2017-01-01,23,49,U0014,S079,48
R001296,2017-01-01,23,19,U0410,S076,37
R001297,2017-01-01,23,18,U0013,S025,29
R001298,2017-01-01,23,52,U0067,S069,52
R001299,2017-01-01,23,22,U0382,S038,17
R001300,2017-01-01,23,50,U0037,S020,44
R001301,2017-01-01,23,25,U0990,S042,47
R001302,2017-01-01,23,25,U0136,S032,54
R001303,2017-01-01,23,52,U0248,S007,36
R001304,2017-01-01,23,37,U0310,S081,42
R001305,2017-01-01,23,48,U0488,S036,43
R001306,2017-01-01,23,41,U0213,S017,44
R001307,2017-01-01,23,0,U0582,S066,42
R001308,2017-01-01,23,30,U0076,S075,41
R001309,2017-01-01,23,41,U0027,S063,38
R001310,2017-01-01,23,32,U0216,S027,46
R001311,2017-01-01,23,48,U0209,S094,35
R001312,2017-01-01,23,9,U0304,S011,32
R001313,2017-01-01,23,55,U0189,S061,39
R001314,2017-01-01,23,25,U0233,S085,16
R001315,2017-01-01,23,14,U0941,S079,26
R001316,2017-01-01,23,14,U0285,S009,43
R001317,2017-01-01,23,46,U0777,S022,29
R001318,2017-01-01,23,47,U0293,S066,31
R001319,2017-01-01,23,13,U0358,S050,56
R001320,2017-01-01,23,30,U0958,S097,19
R001321,2017-01-01,23,14,U0985,S083,37
R001322,2017-01-01,23,33,U0264,S097,20
R001323,2017-01-01,23,37,U0194,S066,33
R001324,2017-01-02,0,4,U0840,S024,42
R001325,2017-01-02,0,42,U0608,S026,44
R001326,2017-01-02,0,48,U0860,S009,39
R001327,2017-01-02,0,0,U0521,S050,57
R001328,2017-01-02,0,43,U0796,S037,26
R001329,2017-01-02,0,17,U0360,S027,59
R001330,2017-01-02,0,9,U0849,S030,51
R001331,2017-01-02,0,28,U0103,S038,21
R001332,2017-01-02,0,22,U0357,S085,40
R001333,2017-01-02,0,11,U0905,S068,59
R001334,2017-01-02,0,13,U0322,S009,17
R001335,2017-01-02,0,45,U0473,S059,30
R001336,2017-01-02,0,2,U0828,S008,25
R001337,2017-01-02,0,57,U0992,S048,32
R001338,2017-01-02,0,43,U0748,S067,55
R001339,2017-01-02,0,34,U0724,S002,49
R001340,2017-01-02,0,13,U0235,S022,33
R001341,2017-01-02,0,28,U0485,S042,57
R001342,2017-01-02,0,44,U0515,S053,19
R001343,2017-01-02,0,3,U0991,S051,59
R001344,2017-01-02,0,53,U0027,S021,28
R001345,2017-01-02,0,40,U0405,S015,46
R001346,2017-01-02,0,51,U0246,S017,41
R001347,2017-01-02,0,33,U0229,S069,50
R001348,2017-01-02,0,41,U0327,S054,22
R001349,2017-01-02,0,42,U0992,S062,38
R001350,2017-01-02,0,45,U0792,S096,19
R001351,2017-01-02,0,42,U0017,S009,21
R001352,2017-01-02,0,57,U0553,S050,47
R001353,2017-01-02,0,6,U0865,S027,35
R001354,2017-01-02,0,24,U0707,S017,41
R001355,2017-01-02,0,44,U0894,S027,43
R001356,2017-01-02,0,19,U0376,S040,25
R001357,2017-01-02,0,28,U0541,S056,31
R001358,2017-01-02,0,3,U0239,S091,28
R001359,2017-01-02,0,38,U0461,S086,47
R001360,2017-01-02,0,0,U0471,S061,17
R001361,2017-01-02,0,3,U0708,S021,44
R001362,2017-01-02,0,49,U0823,S078,16
R001363,2017-01-02,0,24,U0883,S074,19
R001364,2017-01-02,0,49,U0742,S040,55
R001365,2017-01-02,0,12,U0592,S076,59
R001366,2017-01-02,0,59,U0321,S026,58
R001367,2017-01-02,0,15,U0346,S065,44
R001368,2017-01-02,0,23,U0666,S092,39
R001369,2017-01-02,0,58,U0051,S088,36
R001370,2017-01-02,0,15,U0625,S059,40
R001371,2017-01-02,0,12,U0840,S036,27
R001372,2017-01-02,0,5,U0063,S026,40
R001373,2017-01-02,0,1,U0974,S001,17
R001374,2017-01-02,0,26,U0157,S019,15
R001375,2017-01-02,0,1,U0170,S058,31
R001376,2017-01-02,0,0,U0350,S009,22
R001377,2017-01-02,0,21,U0679,S052,60
R001378,2017-01-02,0,52,U0649,S078,23
R001379,2017-01-02,0,12,U0223,S032,35
R001380,2017-01-02,0,43,U0440,S068,57
R001381,2017-01-02,0,42,U0113,S043,44
R001382,2017-01-02,0,4,U0938,S073,46
R001383,2017-01-02,0,14,U0662,S063,44
R001384,2017-01-02,0,56,U0208,S059,19
R001385,2017-01-02,0,6,U0528,S060,20
R001386,2017-01-02,0,51,U0193,S074,50
R001387,2017-01-02,0,53,U0349,S006,57
R001388,2017-01-02,0,53,U0626,S095,30
R001389,2017-01-02,0,42,U0515,S012,60
R001390,2017-01-02,0,10,U0691,S037,43
R001391,2017-01-02,0,46,U0951,S083,23
R001392,2017-01-02,0,10,U0324,S059,45
R001393,2017-01-02,0,2,U0158,S045,32
R001394,2017-01-02,0,26,U0186,S090,25
R001395,2017-01-02,0,32,U0187,S092,25
R001396,2017-01-02,0,6,U0765,S039,16
R001397,2017-01-02,0,52,U0609,S051,53
R001398,2017-01-02,0,20,U0297,S079,21
R001399,2017-01-02,0,20,U0030,S023,26
R001400,2017-01-02,0,35,U0937,S054,33
R001401,2017-01-02,0,40,U0741,S032,22
R001402,2017-01-02,0,12,U0673,S023,49
R001403,2017-01-02,0,39,U0837,S080,40
R001404,2017-01-02,0,13,U0053,S094,25
R001405,2017-01-02,1,37,U0986,S095,20
R001406,2017-01-02,1,4,U0596,S055,42
R001407,2017-01-02,1,26,U0427,S097,44
R001408,2017-01-02,1,56,U0743,S032,34
R001409,2017-01-02,1,2,U0112,S080,25
R001410,2017-01-02,1,58,U0251,S011,27
R001411,2017-01-02,1,7,U0228,S008,30
R001412,2017-01-02,1,24,U0130,S018,42
R001413,2017-01-02,1,59,U0380,S048,26
R001414,2017-01-02,1,36,U0525,S064,53
R001415,2017-01-02,1,10,U0182,S038,30
R001416,2017-01-02,1,12,U0011,S026,34
R001417,2017-01-02,1,48,U0706,S020,33
R001418,2017-01-02,1,27,U0518,S049,51
R001419,2017-01-02,1,16,U0011,S027,43
R001420,2017-01-02,1,49,U0419,S083,55
R001421,2017-01-02,1,58,U0226,S005,27
R001422,2017-01-02,1,48,U0503,S031,32
R001423,2017-01-02,1,46,U0233,S093,45
R001424,2017-01-02,1,22,U0058,S077,20
R001425,2017-01-02,1,32,U0703,S057,38
R001426,2017-01-02,1,45,U0465,S095,40
R001427,2017-01-02,1,31,U0697,S043,39
R001428,2017-01-02,1,40,U0674,S018,25
R001429,2017-01-02,1,44,U0425,S036,45
R001430,2017-01-02,1,23,U0076,S041,43
R001431,2017-01-02,1,44,U0116,S083,42
R001432,2017-01-02,1,3,U0386,S098,47
R001433,2017-01-02,1,41,U0718,S006,54
R001434,2017-01-02,1,24,U0504,S067,42
R001435,2017-01-02,1,59,U0825,S054,24
R001436,2017-01-02,1,27,U0650,S083,45
R001437,2017-01-02,1,47,U0553,S037,16
R001438,2017-01-02,1,15,U0184,S097,39
R001439,2017-01-02,1,15,U0944,S004,42
R001440,2017-01-02,1,30,U0849,S030,20
R001441,2017-01-02,1,2,U0959,S094,34
R001442,2017-01-02,1,58,U0626,S043,53
R001443,2017-01-02,1,52,U0280,S044,49
R001444,2017-01-02,1,23,U0270,S032,24
R001445,2017-01-02,1,40,U0111,S027,50
R001446,2017-01-02,1,45,U0652,S070,26
R001447,2017-01-02,1,43,U0346,S007,31
R001448,2017-01-02,1,1,U0672,S086,39
R001449,2017-01-02,1,44,U0734,S032,44
R001450,2017-01-02,1,42,U0241,S088,34
R001451,2017-01-02,1,41,U0351,S090,44
R001452,2017-01-02,1,9,U0189,S093,33
R001453,2017-01-02,1,16,U0687,S029,39
R001454,2017-01-02,1,38,U0519,S078,50
R001455,2017-01-02,1,29,U0909,S049,53
R001456,2017-01-02,1,43,U0713,S067,45
R001457,2017-01-02,1,9,U0539,S042,19
R001458,2017-01-02,1,16,U0116,S024,36
R001459,2017-01-02,1,15,U0373,S057,23
R001460,2017-01-02,1,38,U0036,S081,60
R001461,2017-01-02,1,37,U0658,S001,45
R001462,2017-01-02,1,42,U0965,S009,27
R001463,2017-01-02,1,53,U0665,S063,24
R001464,2017-01-02,1,10,U0495,S009,27
R001465,2017-01-02,1,0,U0415,S025,15
R001466,2017-01-02,1,7,U0591,S007,15
R001467,2017-01-02,1,49,U0691,S082,47
R001468,2017-01-02,1,5,U0400,S019,38
R001469,2017-01-02,1,41,U0589,S027,46
R001470,2017-01-02,1,45,U0026,S017,40
R001471,2017-01-02,1,58,U0252,S012,41
R001472,2017-01-02,1,24,U0024,S023,40
R001473,2017-01-02,1,25,U0663,S076,38
R001474,2017-01-02,1,45,U0867,S071,39
R001475,2017-01-02,1,37,U0118,S027,46
R001476,2017-01-02,1,57,U0355,S031,34
R001477,2017-01-02,1,5,U0284,S065,56
R001478,2017-01-02,2,38,U0571,S001,41
R001479,2017-01-02,2,33,U0322,S013,43
R001480,2017-01-02,2,48,U0732,S009,55
R001481,2017-01-02,2,17,U0178,S100,54
R001482,2017-01-02,2,59,U0939,S090,21
R001483,2017-01-02,2,31,U0478,S054,55
R001484,2017-01-02,2,30,U0275,S068,25
R001485,2017-01-02,2,48,U0744,S054,20
R001486,2017-01-02,2,21,U0323,S084,33
R001487,2017-01-02,2,38,U0554,S037,20
R001488,2017-01-02,2,27,U0584,S094,39
R001489,2017-01-02,2,21,U0707,S056,22
R001490,2017-01-02,2,23,U0649,S022,32
R001491,2017-01-02,2,43,U0509,S023,19
R001492,2017-01-02,2,56,U0788,S048,36
R001493,2017-01-02,2,21,U0718,S024,16
R001494,2017-01-02,2,20,U0151,S091,52
R001495,2017-01-02,2,52,U0131,S018,30
R001496,2017-01-02,2,15,U0687,S026,45
R001497,2017-01-02,2,23,U0630,S063,46
R001498,2017-01-02,2,42,U0555,S024,58
R001499,2017-01-02,2,25,U0249,S065,21
R001500,2017-01-02,2,24,U0313,S015,15
R001501,2017-01-02,2,39,U0804,S058,18
R001502,2017-01-02,2,3,U0225,S073,32
R001503,2017-01-02,2,22,U0980,S028,15
R001504,2017-01-02,2,55,U0856,S024,57
R001505,2017-01-02,2,21,U0685,S026,52
R001506,2017-01-02,2,51,U0748,S008,17
R001507,2017-01-02,2,6,U0509,S096,21
R001508,2017-01-02,2,0,U0010,S024,28
R001509,2017-01-02,2,29,U0279,S098,48
R001510,2017-01-02,2,55,U0872,S025,15
R001511,2017-01-02,2,44,U0546,S034,39
R001512,2017-01-02,3,24,U0450,S092,29
R001513,2017-01-02,3,27,U0782,S004,46
R001514,2017-01-02,3,43,U0946,S021,58
R001515,2017-01-02,3,53,U0942,S042,44
R001516,2017-01-02,3,10,U0976,S050,24
R001517,2017-01-02,3,59,U0146,S099,53
R001518,2017-01-02,3,3,U0022,S036,33
R001519,2017-01-02,3,6,U0673,S029,24
R001520,2017-01-02,3,22,U0218,S093,57
R001521,2017-01-02,3,30,U0932,S033,59
R001522,2017-01-02,3,11,U0302,S086,17
R001523,2017-01-02,3,3,U0802,S061,53
R001524,2017-01-02,3,7,U0857,S086,35
R001525,2017-01-02,3,32,U0926,S016,34
R001526,2017-01-02,3,41,U0292,S086,47
R001527,2017-01-02,3,21,U0616,S018,59
R001528,2017-01-02,3,37,U0497,S069,22
R001529,2017-01-02,3,27,U0664,S082,32
R001530,2017-01-02,3,9,U0776,S093,60
R001531,2017-01-02,3,40,U0707,S063,51
R001532,2017-01-02,3,46,U0925,S012,45
R001533,2017-01-02,3,25,U0528,S089,55
R001534,2017-01-02,3,15,U0568,S043,28
R001535,2017-01-02,3,2,U0459,S029,46
R001536,2017-01-02,3,7,U0709,S074,33
R001537,2017-01-02,3,15,U0208,S099,60
R001538,2017-01-02,3,25,U0004,S077,39
R001539,2017-01-02,3,31,U0524,S009,18
R001540,2017-01-02,3,19,U0021,S083,36
R001541,2017-01-02,3,44,U0686,S044,24
R001542,2017-01-02,3,38,U0383,S049,60
R001543,2017-01-02,3,11,U0928,S092,28
R001544,2017-01-02,3,41,U0049,S096,29
R001545,2017-01-02,3,47,U0864,S095,59
R001546,2017-01-02,3,24,U0530,S093,18
R001547,2017-01-02,3,49,U0771,S049,26
R001548,2017-01-02,3,44,U0492,S084,46
R001549,2017-01-02,3,50,U0252,S083,40
R001550,2017-01-02,3,42,U0826,S072,34
R001551,2017-01-02,3,42,U0433,S056,57
R001552,2017-01-02,3,5,U0793,S030,25
R001553,2017-01-02,3,49,U0683,S029,16
R001554,2017-01-02,3,29,U0850,S034,50
R001555,2017-01-02,3,55,U0072,S015,40
R001556,2017-01-02,3,52,U0364,S038,36
R001557,2017-01-02,3,41,U0473,S012,42
R001558,2017-01-02,3,24,U0988,S015,58
R001559,2017-01-02,3,17,U0980,S012,45
R001560,2017-01-02,3,40,U0992,S044,37
R001561,2017-01-02,3,41,U0811,S095,40
R001562,2017-01-02,3,28,U0707,S076,40
R001563,2017-01-02,3,23,U0912,S025,19
R001564,2017-01-02,3,0,U0750,S096,48
R001565,2017-01-02,3,7,U0091,S015,33
R001566,2017-01-02,3,7,U0662,S074,33
R001567,2017-01-02,3,5,U0340,S048,59
R001568,2017-01-02,3,7,U0657,S017,27
R001569,2017-01-02,3,31,U0213,S041,59
R001570,2017-01-02,3,41,U0763,S049,50
R001571,2017-01-02,3,42,U0161,S074,40
R001572,2017-01-02,3,58,U0925,S095,21
R001573,2017-01-02,3,32,U0599,S001,23
R001574,2017-01-02,3,14,U0877,S040,35
R001575,2017-01-02,3,1,U0039,S008,52
R001576,2017-01-02,3,37,U0229,S076,18
R001577,2017-01-02,3,36,U0854,S069,60
R001578,2017-01-02,3,36,U0141,S025,34
R001579,2017-01-02,3,30,U0323,S050,44
R001580,2017-01-02,3,17,U0890,S055,56
R001581,2017-01-02,3,44,U0972,S041,25
R001582,2017-01-02,3,47,U0928,S099,51
R001583,2017-01-02,3,6,U0540,S047,23
R001584,2017-01-02,3,50,U0279,S087,43
R001585,2017-01-02,3,37,U0768,S017,59
R001586,2017-01-02,3,11,U0137,S067,45
R001587,2017-01-02,3,24,U0563,S085,33
R001588,2017-01-02,3,30,U0710,S078,24
R001589,2017-01-02,3,41,U0949,S076,28
R001590,2017-01-02,3,44,U0409,S029,28
R001591,2017-01-02,3,27,U0261,S014,27
R001592,2017-01-02,3,19,U0238,S051,56
R001593,2017-01-02,3,36,U0280,S002,15
R001594,2017-01-02,3,8,U0809,S069,38
R001595,2017-01-02,3,6,U0993,S059,51
R001596,2017-01-02,3,20,U0151,S041,21
R001597,2017-01-02,3,4,U0100,S019,58
R001598,2017-01-02,3,45,U0483,S038,24
R001599,2017-01-02,4,7,U0978,S069,28
R001600,2017-01-02,4,2,U0853,S068,57
R001601,2017-01-02,4,8,U0948,S063,22
R001602,2017-01-02,4,36,U0201,S009,26
R001603,2017-01-02,4,13,U0711,S067,53
R001604,2017-01-02,4,41,U0871,S075,59
R001605,2017-01-02,4,10,U0750,S069,26
R001606,2017-01-02,4,5,U0024,S092,15
R001607,2017-01-02,4,35,U0426,S084,50
R001608,2017-01-02,4,16,U0610,S016,43
R001609,2017-01-02,4,54,U0931,S097,35
R001610,2017-01-02,5,54,U0809,S055,48
R001611,2017-01-02,5,5,U0040,S089,37
R001612,2017-01-02,5,40,U0140,S019,59
R001613,2017-01-02,5,5,U0144,S069,51
R001614,2017-01-02,5,4,U0885,S027,33
R001615,2017-01-02,5,46,U0343,S010,50
R001616,2017-01-02,5,15,U0392,S081,32
R001617,2017-01-02,5,5,U0597,S094,53
R001618,2017-01-02,5,10,U0186,S035,21
R001619,2017-01-02,5,36,U0471,S082,18
R001620,2017-01-02,5,3,U0002,S090,25
R001621,2017-01-02,5,5,U0421,S083,35
R001622,2017-01-02,5,47,U0321,S025,39
R001623,2017-01-02,5,18,U0038,S092,26
R001624,2017-01-02,5,35,U0907,S048,37
R001625,2017-01-02,5,59,U0962,S073,58
R001626,2017-01-02,5,31,U0489,S085,49
R001627,2017-01-02,5,51,U0938,S083,50
R001628,2017-01-02,5,55,U0767,S066,53
R001629,2017-01-02,5,0,U0157,S078,40
R001630,2017-01-02,5,27,U0651,S021,45
R001631,2017-01-02,5,43,U0546,S054,52
R001632,2017-01-02,5,32,U0745,S020,23
R001633,2017-01-02,5,59,U0514,S041,31
R001634,2017-01-02,5,46,U0599,S056,15
R001635,2017-01-02,5,8,U0401,S049,58
R001636,2017-01-02,5,30,U0948,S004,47
R001637,2017-01-02,5,31,U0892,S078,60
R001638,2017-01-02,5,32,U0377,S032,24
R001639,2017-01-02,5,43,U0179,S010,57
R001640,2017-01-02,5,43,U0710,S035,23
R001641,2017-01-02,5,56,U0874,S016,24
R001642,2017-01-02,5,34,U0076,S069,39
R001643,2017-01-02,5,44,U0256,S015,51
R001644,2017-01-02,5,7,U0042,S088,32
R001645,2017-01-02,5,25,U0206,S071,18
R001646,2017-01-02,5,0,U0159,S053,55
R001647,2017-01-02,5,39,U0500,S009,38
R001648,2017-01-02,5,12,U0912,S043,60
R001649,2017-01-02,5,58,U0890,S082,30
R001650,2017-01-02,5,53,U0230,S012,58
R001651,2017-01-02,5,47,U0152,S047,53
R001652,2017-01-02,5,0,U0653,S043,41
R001653,2017-01-02,5,45,U0608,S100,60
R001654,2017-01-02,5,27,U0385,S035,44
R001655,2017-01-02,5,44,U0643,S019,26
R001656,2017-01-02,5,34,U0408,S029,43
R001657,2017-01-02,5,47,U0333,S036,37
R001658,2017-01-02,5,22,U0147,S002,44
R001659,2017-01-02,5,15,U0784,S013,47
R001660,2017-01-02,5,47,U0732,S049,33
R001661,2017-01-02,5,42,U0094,S029,32
R001662,2017-01-02,5,58,U0973,S049,42
R001663,2017-01-02,5,52,U0276,S014,48
R001664,2017-01-02,5,56,U0283,S016,60
R001665,2017-01-02,5,33,U0415,S023,29
R001666,2017-01-02,5,43,U0273,S068,34
R001667,2017-01-02,5,38,U0433,S094,55
R001668,2017-01-02,5,2,U0502,S040,20
R001669,2017-01-02,5,38,U0102,S076,34
R001670,2017-01-02,5,28,U0300,S063,41
R001671,2017-01-02,5,10,U0733,S013,35
R001672,2017-01-02,6,9,U0729,S099,54
R001673,2017-01-02,6,49,U0980,S016,44
R001674,2017-01-02,6,42,U0936,S038,36
R001675,2017-01-02,6,16,U0824,S039,34
R001676,2017-01-02,6,14,U0921,S062,37
R001677,2017-01-02,6,30,U0394,S038,21
R001678,2017-01-02,6,25,U0293,S034,15
R001679,2017-01-02,6,23,U0069,S028,37
R001680,2017-01-02,6,19,U0423,S001,26
R001681,2017-01-02,6,23,U0896,S095,40
R001682,2017-01-02,6,27,U0152,S081,37
R001683,2017-01-02,6,57,U0568,S073,15
R001684,2017-01-02,6,11,U0401,S051,21
R001685,2017-01-02,6,34,U0061,S028,42
R001686,2017-01-02,6,51,U0471,S040,46
R001687,2017-01-02,6,17,U0852,S083,27
R001688,2017-01-02,6,6,U0414,S066,20
R001689,2017-01-02,6,28,U0186,S005,48
R001690,2017-01-02,6,42,U0430,S060,47
R001691,2017-01-02,6,53,U0134,S080,24
R001692,2017-01-02,6,28,U0358,S063,41
R001693,2017-01-02,6,10,U0421,S008,22
R001694,2017-01-02,6,8,U0949,S046,46
R001695,2017-01-02,6,22,U0909,S001,15
R001696,2017-01-02,7,4,U0752,S086,29
R001697,2017-01-02,7,10,U0008,S019,13
R001698,2017-01-02,7,28,U0382,S094,23
R001699,2017-01-02,7,48,U0940,S034,15
R001700,2017-01-02,7,32,U0984,S080,18
R001701,2017-01-02,7,24,U0813,S032,25
R001702,2017-01-02,7,35,U0209,S079,21
R001703,2017-01-02,7,49,U0101,S089,20
R001704,2017-01-02,7,24,U0325,S052,19
R001705,2017-01-02,7,25,U0334,S026,13
R001706,2017-01-02,7,38,U0046,S057,13
R001707,2017-01-02,7,17,U0152,S080,10
R001708,2017-01-02,7,13,U0427,S088,27
R001709,2017-01-02,7,11,U0728,S088,14
R001710,2017-01-02,7,0,U0851,S019,20
R001711,2017-01-02,7,10,U0372,S080,21
R001712,2017-01-02,7,36,U0030,S084,21
R001713,2017-01-02,7,13,U0172,S060,28
R001714,2017-01-02,7,37,U0755,S077,26
R001715,2017-01-02,7,44,U0209,S022,29
R001716,2017-01-02,7,0,U0995,S026,21
R001717,2017-01-02,7,56,U0558,S094,17
R001718,2017-01-02,7,59,U0755,S070,30
R001719,2017-01-02,7,50,U0288,S078,18
R001720,2017-01-02,7,32,U0112,S078,16
R001721,2017-01-02,7,29,U0461,S020,28
R001722,2017-01-02,7,32,U0545,S032,22
R001723,2017-01-02,7,45,U0607,S019,12
R001724,2017-01-02,7,46,U0549,S020,13
R001725,2017-01-02,7,33,U0900,S045,14
R001726,2017-01-02,7,16,U0737,S006,30
R001727,2017-01-02,7,19,U0766,S034,29
R001728,2017-01-02,7,54,U0124,S026,13
R001729,2017-01-02,7,14,U0346,S099,11
R001730,2017-01-02,7,18,U0805,S020,28
R001731,2017-01-02,7,45,U0868,S052,30
R001732,2017-01-02,7,17,U0883,S005,16
R001733,2017-01-02,7,35,U0689,S077,16
R001734,2017-01-02,7,7,U0554,S026,24
R001735,2017-01-02,7,10,U0834,S007,13
R001736,2017-01-02,7,14,U0974,S094,12
R001737,2017-01-02,7,2,U0847,S006,27
R001738,2017-01-02,7,34,U0953,S045,29
R001739,2017-01-02,7,15,U0937,S052,20
R001740,2017-01-02,7,18,U0676,S060,19
R001741,2017-01-02,7,2,U0236,S035,25
R001742,2017-01-02,7,40,U0101,S080,16
R001743,2017-01-02,7,9,U0100,S078,27
R001744,2017-01-02,7,56,U0889,S032,14
